CoreName,Latitude,Longitude,WaterDepth,ProxyValue,ProxyType,SSTLower2s,SSTMedian,SSTUpper2s,Species,Cleaning,Reference
ME0005A-29MC2,-0.513,-81.995,1343,0.921,uk,23.28492982,26.67445603,32.03191024,,NaN,http://dx.doi.org/10.1029/2011pa002254
PC17,21.358,-158.19,503,0.909,uk,22.88199893,26.17932544,31.34816095,,NaN,http://dx.doi.org/10.1016/j.quascirev.2010.01.004
Hawaii,21.33,-158.17,640,0.9,uk,22.5614541,25.77595308,30.72212192,,NaN,http://dx.doi.org/10.1029/2005GC001054
R657,-42.38,179.49,1408,0.67,uk,15.50110521,18.2759394,21.08818634,,NaN,http://dx.doi.org/10.1029/2005GC001054
SO50-31KL,18.75,115.88,3360,0.923,uk,23.3309917,26.74667028,32.31323214,,NaN,https://doi.org/10.1594/PANGAEA.103070
SO90-93KL,23.583,64.217,1802,0.942,uk,23.98291283,27.61842103,33.35786403,,NaN,http://dx.doi.org/10.1016/j.quascirev.2010.01.004
MD77-177,16.417,93.4,2284,0.959,uk,24.5281335,28.43069477,34.32120011,,NaN,http://dx.doi.org/10.1029/2005GC001054
SU90-03,40.505,-32.053,2475,0.638,uk,14.54160671,17.32313978,20.12677318,,NaN,https://doi.org/10.1594/PANGAEA.103070
SU90-09,43.787,-31.748,3375,0.608,uk,13.61904902,16.42110196,19.16654843,,NaN,http://dx.doi.org/10.1029/2005GC001054
SU90-38,54.09,-21.082,2900,0.526,uk,11.20656325,13.95545295,16.78054117,,NaN,http://dx.doi.org/10.1029/2005GC001054
SU94-20bK,25.02,-16.65,1445,0.77,uk,18.47961552,21.28809234,24.21852098,,NaN,https://doi.org/10.1016/S0146-6380(00)00021-8
T88-9P,48.4,-25.08,3193,0.471,uk,9.568739986,12.34944801,15.12677097,,NaN,https://doi.org/10.1029/96PA03120
TG7 (MC),-17.23,-78.11,3120,0.73,uk,17.25899792,20.09142725,22.8944667,,NaN,http://dx.doi.org/10.1029/2011pa002254
PS1751-2,-44.498,10.481,4802,0.377,uk,6.849970516,9.5854794,12.30448149,,NaN,http://dx.doi.org/10.1029/93pa02198
PS1750-7,-42.695,12.183,4709,0.385,uk,7.0551057,9.827658492,12.55476011,,NaN,http://dx.doi.org/10.1029/93pa02198
TY93-905,11.067,51.95,1567,0.913,uk,23.0235687,26.33356347,31.62518019,,NaN,http://dx.doi.org/10.1016/j.quascirev.2010.01.004
TY93929P,13.7,53.3,2490,0.92,uk,23.22899655,26.64813665,32.14167969,,NaN,https://doi.org/10.1016/S0967-0645(97)00008-8
W266,-42.14,179.22,2540,0.521,uk,11.02558924,13.80443914,16.55111286,,NaN,http://dx.doi.org/10.1029/2005GC001054
V1-81-G15,33.347,-120.43,1430,0.539,uk,11.59552962,14.3474855,17.11312613,,NaN,http://dx.doi.org/10.1029/2005GC001054
W268,-42.51,178.58,980,0.538,uk,11.54746848,14.33165917,17.13984941,,NaN,http://dx.doi.org/10.1029/2005GC001054
W8402A-14GC,0.953,-138.955,4287,0.957,uk,24.46000669,28.2714964,34.12670989,,NaN,http://dx.doi.org/10.1029/2005GC001054
W8709A-01BC,41.542,-131.262,3680,0.452,uk,9.018912776,11.78103457,14.55908967,,NaN,http://dx.doi.org/10.1029/2005GC001054
W8809A-31GC,41.678,-130.007,3136,0.401,uk,7.551454233,10.28444619,13.0332591,,NaN,http://dx.doi.org/10.1029/2005GC001054
W8709A-09BC,42.078,-125.822,2814,0.42,uk,8.099166099,10.82480174,13.62764666,,NaN,http://dx.doi.org/10.1029/2005GC001054
W8809A-29GC,41.803,-129.005,3288,0.422,uk,8.179607615,10.89225641,13.63675486,,NaN,http://dx.doi.org/10.1029/2005GC001054
W8909A-48GC,41.333,-132.667,3670,0.367,uk,6.53759966,9.270587819,12.05237174,,NaN,http://dx.doi.org/10.1029/2005GC001054
CALBX-125,40.867,-124.717,925,0.447,uk,8.882656484,11.62602504,14.38658124,,NaN,http://dx.doi.org/10.1029/98PA00069
W8909A-57GC,41.583,-130.617,3330,0.456,uk,9.101308019,11.88004307,14.70183232,,NaN,http://dx.doi.org/10.1029/2005GC001054
knr159-jpc26,26.374,-92.027,1995,4.565454516,mg,23.1033,26.8382,30.6335,ruber,0,https://doi.org/10.1016/j.gca.2015.08.003
rc24-08gc,-1.3366,-11.9,3882,2.960000038,mg,19.8545,23.6434,27.4137,ruber,1,https://doi.org/10.1038/NGEO1961
rc24-11g,-2.18,-11.25,3445,3.235000014,mg,20.5436,24.3351,28.0866,ruber,1,https://doi.org/10.1038/NGEO1961
vm25-59,1.367,-33.483,3824,3.973333359,mg,24.0693,27.8357,31.5905,ruber,1,https://doi.org/10.1038/ngeo1961
vm30-40,-0.2,-23.15,3706,3.443333387,mg,21.3134,25.1195,28.8271,ruber,1,https://doi.org/10.1038/ngeo1961
me0005a-43jc,7.85583,-83.60833,1368,4.116666675,mg,23.994,27.7101,31.4641,ruber,0,https://doi.org/10.1029/2005PA001208
md95-2043,36.1433,-2.621167,1841,3.377624959,mg,13.5674,18.1759,22.9099,bulloides,0,https://doi.org/10.1029/1999PA900044
md02-2594,-34.71,17.338,2240,2.488444461,mg,16.5368,20.3321,24.1064,ruber,1,https://doi.org/10.1002/2014PA002698
md98-2161,-5.21,117.48,1185,4.646312609,mg,26.5417,30.3555,34.2069,ruber,1,https://doi.org/10.1038/s41598-018-24055-1
md98-2178,3.62,118.7,1984,4.489088771,mg,26.5838,30.3756,34.1307,ruber,1,https://doi.org/10.1038/s41598-018-24055-1
odp_175-1084b,-25.51389,13.02778,1992,2.046181834,mg,7.48452,12.1173,16.8026,bulloides,0,https://doi.org/10.1029/2004PA001049
sk168-gc1,11.707716,94.49343,2064,3.960350013,mg,28.1518,31.0278,33.9684,sacculifer,1,https://doi.org/10.1016/j.quascirev.2016.02.012
geob10069-3,-9.00991,120.01528,1250,4.009433989,mg,24.0396,27.7127,31.4401,ruber,1,https://doi.org/10.1016/j.epsl.2013.11.032
wind28k,-10.153833,51.012819,4157,3.25,mg,20.9213,24.696,28.4929,ruber,0,https://doi.org/10.1029/2006GL027097
vm21-30,-1.217,-89.683,617,3.131666621,mg,20.4256,24.1289,27.9189,ruber,1,https://doi.org/10.1029/2012PA002378
vm21-30,-1.217,-89.683,617,2.900333325,mg,22.6914,25.564,28.4867,sacculifer,1,https://doi.org/10.1126/science.1072376
pl07-39pc,10.7,-65.94167,790,4.206826065,mg,23.3619,27.1682,30.8872,ruber,1,https://doi.org/10.1126/science.1088470
tr163-22,0.515,-92.398,2830,2.481666644,mg,18.1015,21.9636,25.7106,ruber,1,https://doi.org/10.1016/j.quascirev.2005.11.010
md02-2529,8.2055,-84.122,1619,3.799999952,mg,24.5988,28.3714,32.156,ruber,1,https://doi.org/10.1038/nature05578
md98-2165,-9.65,118.4,2100,4.485380922,mg,24.7373,28.4715,32.2195,ruber,0,https://doi.org/10.1029/2006GC001514
geob10029-4,-1.4945,100.128,964,5.06916666,mg,25.871,29.6634,33.477,ruber,0,https://doi.org/10.1016/j.epsl.2010.01.024
geob10038-4,-5.9375,103.346,1891,4.329000092,mg,23.9002,27.6909,31.4277,ruber,0,https://doi.org/10.1016/j.epsl.2010.01.024
so189-039kl,-0.79,99.9085,517,5.331184212,mg,25.9456,29.7692,33.4555,ruber,0,https://doi.org/10.1038/nature13196
so189-119kl,3.516666667,96.31666667,808,5.429285731,mg,26.9196,30.6688,34.4348,ruber,0,https://doi.org/10.1038/nature13196
odp_184-1145,19.584,117.631,3176,3.435000062,mg,23.6849,27.5145,31.2422,ruber,1,https://doi.org/10.1130/G21867.1
md97-2120,-45.534,174.9308,1210,1.831666668,mg,6.29512,10.9087,15.5998,bulloides,0,https://doi.org/10.1126/science.1084451
erdc-092bx,-2.225,156.998,1598,3.815276504,mg,26.4462,29.3679,32.2249,sacculifer,1,https://doi.org/10.1126/science.1080796
lv29-114-3,49.375667,152.877933,1762,0.818571427,mg,3.43961,7.75506,12.1536,pachy,0,https://doi.org/10.1002/palo.20014
geob12610-2,-4.816667,39.423667,399,4.628260882,mg,22.5225,26.3375,30.1119,ruber,0,https://doi.org/10.1002/jqs.2767
geob12615-4,-7.1383,39.8408,446,4.913333302,mg,23.3846,27.1914,30.9865,ruber,0,https://doi.org/10.5194/cp-10-293-2014
sk237-gc04,10.9775,74.9993,1245,4.539375007,mg,26.1923,29.9722,33.8191,ruber,1,https://doi.org/10.1016/j.epsl.2013.05.022
odp_165-999a,12.744,-78.7393,2828,4.120999813,mg,23.2841,27.1499,30.9578,ruber,1,https://doi.org/10.1038/nature02346
vm28-122,11.933,-78.683,3623,3.832999945,mg,22.3346,26.077,29.8831,ruber,1,https://doi.org/10.1038/nature02346
knr166-jpc26,24.3267,-83.2524,546,4.621666829,mg,24.3942,28.1585,31.9191,ruber,1,https://doi.org/10.1029/2011PA002157
vm12-107,11.33,-66.63,1079,3.681312516,mg,21.0827,24.8084,28.6229,ruber,1,https://doi.org/10.1073/pnas.1207806109
fan17,4.81,4.45,1178,3.945714337,mg,23.6862,27.4337,31.1533,ruber,1,https://doi.org/10.1038/s41598-017-15637-6
md01-2390,6.6353,113.409,1545,4.454944478,mg,24.5507,28.3317,32.1128,ruber,0,https://doi.org/10.1016/j.quascirev.2007.12.003
md98-2170,-10.59,125.39,832,5.340000057,mg,26.1214,29.9195,33.6496,ruber,0,https://doi.org/10.1126/science.1143791
md98-2176,-5.00306,133.4447,2382,5.076161625,mg,27.4458,31.177,34.9799,ruber,0,https://doi.org/10.1126/science.1143791
md98-2181,6.3,125.82,2114,5.21089111,mg,26.9568,30.7736,34.5832,ruber,0,https://doi.org/10.1126/science.1143791
p178-15p,11.955,44.3,869,5.396818183,mg,26.2666,30.018,33.8003,ruber,1,https://doi.org/10.1038/ngeo2603
md98-2162,-4.7,117.9,1855,5.039545493,mg,26.6127,30.363,34.1378,ruber,0,https://doi.org/10.1038/nature01297
odp_184-1144,20.05298,117.4188,2037,3.694999993,mg,24.8185,27.7179,30.6092,sacculifer,0,https://doi.org/10.1016/j.palaeo.2007.03.005
geob4905-4,2.5,9.384,1328,3.90866669,mg,25.0005,28.8317,32.6435,ruber,1,https://doi.org/10.1130/G21874.1
md03-2707,2.50194,9.39472,1295,3.746991873,mg,24.462,28.2247,32.0236,ruber,1,https://doi.org/10.1126/science.1140461
md01-2378,-13.0825,121.788,1783,4.634799995,mg,27.1165,30.8826,34.6364,ruber,1,https://doi.org/10.1016/j.epsl.2008.06.029
md02-2575,29.0017,-87.1188,847,3.891437516,mg,20.9024,24.664,28.4435,ruber,0,https://doi.org/10.1038/ngeo277
FI 73 139 c,54.38,-16.21,2209,2.239,mg,8.67208,13.2877,17.9941,bulloides,0,http://doi.org/10.1029/2007PA001505
NEAP-08K,59.7895,-23.9018,2360,1.91,mg,6.87047,11.5014,16.2098,bulloides,0,http://doi.org/10.1126/science.1072815
GIK13289-1,18.073167,-18.009167,2485,3.62,mg,15.5467,20.2091,24.9124,bulloides,0,https://doi.org/10.1016/j.quascirev.2004.07.016
GIK15612-2,44.36,-26.543,3050,2.88,mg,12.8758,17.5401,22.253,bulloides,0,https://doi.org/10.1016/j.quascirev.2004.07.016
GIK12310-3,23.4983,-18.7167,3076,3.05,mg,13.0918,17.7023,22.4457,bulloides,0,https://doi.org/10.1016/j.quascirev.2004.07.016
T86 11B,35.566,-32.55,2220,3.44,mg,14.7584,19.3557,24.0933,bulloides,0,http://dx.doi.org/10.1038/35013033
T86 10B,37.117,-30.033,2610,3.403,mg,14.8045,19.4891,24.2652,bulloides,0,http://dx.doi.org/10.1038/35013033
T88 1B,59.711,-27.356,2010,2.59,mg,11.0609,15.7096,20.385,bulloides,0,http://dx.doi.org/10.1038/35013033
RC11-120,-43.517,79.867,3193,1.64,mg,7.43747,12.0834,16.7788,bulloides,1,https://doi.org/10.1016/S0012-821X(99)00116-8
HM133-40,61.14,-2.15,546,1.29,mg,6.08544,10.3658,14.7407,pachy,0,http://dx.doi.org/10.1029/2005GC001078
HM52-33,65.267,-8.808,1002,0.74,mg,-1.36463,2.63885,6.96713,pachy,0,http://dx.doi.org/10.1029/2005GC001078
HM133-05,64.33,-6.08,3310,0.93,mg,3.18653,7.46762,11.7409,pachy,0,http://dx.doi.org/10.1029/2005GC001078
HM52-39,65.57,-6.79,2305,0.97,mg,2.97782,7.30984,11.6779,pachy,0,http://dx.doi.org/10.1029/2005GC001078
HM58-08,62.623,1.185,900,0.83,mg,-0.0501619,4.20853,8.48507,pachy,0,http://dx.doi.org/10.1029/2005GC001078
HM94-12,71.32,-3.55,1816,0.8,mg,-0.270975,4.04708,8.35298,pachy,0,http://dx.doi.org/10.1029/2005GC001078
HM57-20,62.653,1.67,750,0.85,mg,0.230821,4.45857,8.83145,pachy,0,http://dx.doi.org/10.1029/2005GC001078
HM16-132,64.57,-0.72,2798,0.8,mg,0.713193,4.95193,9.29379,pachy,0,http://dx.doi.org/10.1029/2005GC001078
HM71-12,68.433,-13.867,1547,0.85,mg,0.561998,4.85438,9.20562,pachy,0,http://dx.doi.org/10.1029/2005GC001078
M23354-6,70.332,-10.628,1747,0.76,mg,-0.765722,3.40653,7.70406,pachy,0,http://dx.doi.org/10.1029/2005GC001078
HM71-20,70.07,-6.88,2005,0.84,mg,0.610742,4.87411,9.20986,pachy,0,http://dx.doi.org/10.1029/2005GC001078
HM57-12,67.075,-7.309,2093,0.88,mg,1.23631,5.54503,9.89786,pachy,0,http://dx.doi.org/10.1029/2005GC001078
HM94-16,73.23,5.37,2356,0.87,mg,1.17111,5.54329,9.9374,pachy,0,http://dx.doi.org/10.1029/2005GC001078
HM71-21,69.96,-6.16,2612,0.79,mg,0.089266,4.23327,8.58354,pachy,0,http://dx.doi.org/10.1029/2005GC001078
HM57-09,67.459,-11.656,1662,0.88,mg,1.24116,5.54492,9.78766,pachy,0,http://dx.doi.org/10.1029/2005GC001078
HM71-22,69.34,-3.61,1833,1.04,mg,3.45203,7.78334,12.1382,pachy,0,http://dx.doi.org/10.1029/2005GC001078
M23259-3,72.035,9.265,2518,1.01,mg,3.45198,7.76238,12.1236,pachy,0,http://dx.doi.org/10.1029/2008GC002169
M23235-1,78.87,1.39,2500,0.9,mg,1.91525,6.2009,10.6031,pachy,0,http://dx.doi.org/10.1029/2008GC002169
M23261-2,72.182,13.11,1626,0.97,mg,2.50646,6.77275,11.1213,pachy,0,http://dx.doi.org/10.1029/2008GC002169
JM97-948n,66.97,7.64,1048,0.82,mg,-0.0728659,4.15809,8.51261,pachy,0,http://dx.doi.org/10.1029/2005GC001078
HM71-25,67.983,0.233,2855,0.79,mg,0.394501,4.62305,8.9812,pachy,0,http://dx.doi.org/10.1029/2005GC001078
HM16-142,63.25,2.6,1100,0.93,mg,1.69149,5.9616,10.2909,pachy,0,http://dx.doi.org/10.1029/2005GC001078
HM49-15,66.335,-0.352,3260,0.91,mg,2.76808,7.09035,11.4217,pachy,0,http://dx.doi.org/10.1029/2005GC001078
M23514-3,66.67,-25.95,713,0.88,mg,0.679755,5.00575,9.31133,pachy,0,http://dx.doi.org/10.1029/2008GC002169
HM57-11,67.117,-8.289,1617,0.8,mg,-0.377948,3.92771,8.17299,pachy,0,http://dx.doi.org/10.1029/2005GC001078
M35002-1,12.03166667,-61.17666667,1506,4.51,mg,23.0101,26.7899,30.559,ruber,0,http://dx.doi.org/10.1029/2005GC001019
MD99-2203 ,34.97,-75.2,620,4.43,mg,22.0486,25.743,29.5619,ruber,0,http://dx.doi.org/10.1029/2008GC002353
AII107-117GGC,-30.838,-38.243,3282,3.35,mg,21.6185,25.4247,29.1189,ruber,1,http://dx.doi.org/10.1029/2001GC000200
PBBC-1,27.1935,-91.409,2259,4.398,mg,22.9757,26.718,30.4559,ruber,0,http://doi.org/10.1130/G23507A.1
TR163-18 ,2.81,-89.852,2030,2.9,mg,20.2417,24.0214,27.7734,ruber,1,http://dx.doi.org/10.1029/2001GC000200
TR163-28 ,-2.32,-86.24,3200,2.46,mg,17.6669,21.4319,25.2101,ruber,1,http://dx.doi.org/10.1029/2001GC000200
GGC 13,10.6,118.29,990,5.25,mg,26.6452,30.4123,34.1657,ruber,0,http://dx.doi.org/10.1002/2015GC005844
MD77-191 ,7.5,76.72,1254,5.13,mg,26.1134,29.8195,33.5876,ruber,0,http://dx.doi.org/10.1029/2008GC002353
VM26-100,-1.55,-34.65,4308,3.29,mg,24.0098,27.8441,31.6459,ruber,1,https://doi.org/10.1029/2019GC008526
VM30-49,18.433,-21.083,3093,3.2,mg,20.0029,23.7543,27.5415,ruber,1,http://dx.doi.org/10.1029/2001GC000200
GIK13289-1,18.073167,-18.009167,2485,3.32,mg,18.612,22.3417,26.0948,ruber,0,https://doi.org/10.1016/j.quascirev.2004.07.016
GIK15612-2,44.36,-26.543,3050,2.62,mg,15.7175,19.4808,23.2405,ruber,0,https://doi.org/10.1016/j.quascirev.2004.07.016
GIK15637-1,27.005,-18.9867,3849,3.45,mg,20.1787,24.0064,27.7975,ruber,0,https://doi.org/10.1016/j.quascirev.2004.07.016
GIK16772-2,-1.34,-11.9733,3911,3.29,mg,19.7675,23.5058,27.2616,ruber,0,https://doi.org/10.1016/j.quascirev.2004.07.016
GIK17927-1,17.25,119.45,2804,4.47,mg,27.7173,31.4456,35.2245,ruber,1,http://dx.doi.org/10.1029/2010PA001934
GIK17950-2,16.093,112.9,1868,4.07,mg,25.1454,28.9327,32.6297,ruber,1,http://dx.doi.org/10.1029/2010PA001934
GIK17954-3,14.795,111.525,1515,4.02,mg,24.7794,28.5712,32.3106,ruber,1,http://dx.doi.org/10.1029/2010PA001934
GIK17957-2,10.898,115.305,2195,3.95,mg,24.9917,28.7503,32.5312,ruber,1,http://dx.doi.org/10.1029/2010PA001934
GIK18459-3,-8.5,128.167,1744,4.53,mg,26.1462,29.9578,33.7048,ruber,1,http://dx.doi.org/10.1029/2010PA001934
GIK18460-3,-8.79,128.641,1875,4.61,mg,26.0154,29.7405,33.4967,ruber,1,http://dx.doi.org/10.1029/2010PA001934
GIK18462-3,-9.09,129.237,1421,4.46,mg,25.4237,29.2157,32.9802,ruber,1,http://dx.doi.org/10.1029/2010PA001934
GIK18473-2,-11.518,122.417,2468,4.74,mg,27.3313,31.1945,34.9949,ruber,1,http://dx.doi.org/10.1029/2010PA001934
GIK18475-3,-11.033,121.701,1774,4.32,mg,25.9558,29.8081,33.5064,ruber,1,http://dx.doi.org/10.1029/2010PA001934
GIK18476-2,-10.95,120.993,986,4.58,mg,25.8664,29.6136,33.4789,ruber,1,http://dx.doi.org/10.1029/2010PA001934
GIK18477-4,-10.833,120.667,1478,4.5,mg,25.8752,29.6077,33.4032,ruber,1,http://dx.doi.org/10.1029/2010PA001934
GIK18500-3,-14.981,120.698,1167,5.36,mg,28.6278,32.3815,36.1702,ruber,1,http://dx.doi.org/10.1029/2010PA001934
GIK18506-2,-15.311,119.501,2410,4.52,mg,26.6986,30.5353,34.2376,ruber,1,http://dx.doi.org/10.1029/2010PA001934
GIK18507-3,-13.85,120,2450,4.54,mg,26.7896,30.4818,34.2371,ruber,1,http://dx.doi.org/10.1029/2010PA001934
SO42-87KL,10.502,57.737,3773,3.6,mg,23.9649,27.7168,31.5228,ruber,1,http://dx.doi.org/10.1029/2005PA001162
MD92-1002 ,12.02,44.32,1327,5.43,mg,25.5722,29.3055,33.13,ruber,0,http://dx.doi.org/10.1029/2008GC002353
IOE-143KK,1.25,44.783,1522,4.5,mg,25.1579,28.9357,32.6747,ruber,1,http://dx.doi.org/10.1029/2005PA001162
VM04-08,37.233,-33.133,1697,2.77,mg,17.3331,21.1079,24.8969,ruber,1,https://doi.org/10.1029/2019GC008526
T86 10B,37.117,-30.033,2610,3.677,mg,20.2613,24.042,27.8299,ruber,0,http://dx.doi.org/10.1038/35013033
ODP806B ,0.3185,159.361,2520,4.02,mg,24.9409,28.7229,32.5008,ruber,1,http://dx.doi.org/10.1029/2001GC000200
GIK17928-2,18.272,119.745,2486,3.93,mg,25.2203,29.0113,32.7668,ruber,1,http://dx.doi.org/10.1029/2010PA001934
SO28-11KL,5.39,60.252,3859,3.6,mg,24.074,27.8953,31.6788,ruber,1,http://dx.doi.org/10.1029/2005PA001162
SO28-18KL,1.9,67.342,3035,4.2,mg,24.8658,28.6716,32.4068,ruber,1,http://dx.doi.org/10.1029/2005PA001162
SO42-74KL,14.321,57.347,3212,3.9,mg,23.9438,27.728,31.465,ruber,1,http://dx.doi.org/10.1029/2005PA001162
SO42-26KL,15.515,68.76,3776,4.7,mg,27.9942,31.7439,35.5302,ruber,1,http://dx.doi.org/10.1029/2005PA001162
SO42-36KL,17.074833,69.044667,2055,4.765,mg,25.236,28.977,32.7786,ruber,0,http://dx.doi.org/10.1029/2005GC000926
SO42-36KL,17.075,69.045,2055,5.4,mg,28.7294,32.5395,36.3122,ruber,1,http://dx.doi.org/10.1029/2005PA001162
SO130-285MC,23.09666667,66.48333333,778,4.64,mg,24.7987,28.5443,32.3218,ruber,1,http://dx.doi.org/10.1029/2005PA001162
SO130-282KG,23.53833333,65.31666667,988,4.46,mg,24.4179,28.2033,31.9317,ruber,1,http://dx.doi.org/10.1029/2005PA001162
SO130-211KG,24.88166667,63.02666667,691,4.63,mg,24.3544,28.1586,31.9425,ruber,1,http://dx.doi.org/10.1029/2005PA001162
CP6001-4 PC,14.92,-71.83,3645,3.71,mg,25.6223,28.5578,31.4591,sacculifer,1,http://doi.org/10.1029/97PA03147
EN66-16GGC,5.453333333,-21.14333333,3160,3.06,mg,22.5206,25.3691,28.2564,sacculifer,1,http://dx.doi.org/10.1029/2001GC000200
GeoB1105-3,-1.665,-12.42833333,3232,2.9,mg,19.7651,22.6928,25.5833,sacculifer,0,http://doi.org/10.1016/j.epsl.2008.12.019
TT9108-1GC,11.66,-79.59,2540,3.925,mg,25.5563,28.455,31.418,sacculifer,1,http://doi.org/10.1029/97PA03147
knr159-jpc26,26.374,-92.027,1995,-1.701363642,delo,23.3975224,27.19630012,30.85827371,ruber,NaN,https://doi.org/10.1016/j.gca.2015.08.003
rc24-08gc,-1.3366,-11.9,3882,-1.189999998,delo,20.99683533,24.86938855,28.68885949,ruber,NaN,https://doi.org/10.1038/NGEO1961
rc24-11g,-2.18,-11.25,3445,-1.516666691,delo,22.7636232,26.51637671,30.37559185,ruber,NaN,https://doi.org/10.1038/NGEO1961
vm25-59,1.367,-33.483,3824,-2.333333333,delo,26.2264168,30.14360351,34.0980217,ruber,NaN,https://doi.org/10.1038/ngeo1961
vm30-40,-0.2,-23.15,3706,-1.476666649,delo,22.70151489,26.45035546,30.36875258,ruber,NaN,https://doi.org/10.1038/ngeo1961
geob3104-1,-3.666667,-37.716667,767,-1.311666648,delo,22.54723352,26.62301649,31.06287269,sacculifer,NaN,https://doi.org/10.1006/qres.1998.1992
geob3104-1,-3.666667,-37.716667,767,-1.473333339,delo,22.73471183,26.46858461,30.42765786,ruber,NaN,https://doi.org/10.1006/qres.1998.1992
geob3202-1,-21.616667,-39.978333,1090,-0.912500009,delo,22.06696012,26.41805698,30.25816586,sacculifer,NaN,https://doi.org/10.1006/qres.1998.1992
geob3202-1,-21.616667,-39.978333,1090,-1.202499986,delo,23.10355347,26.93967939,30.89735647,ruber,NaN,https://doi.org/10.1006/qres.1998.1992
geob5844-2,27.714,34.6817,963,-0.748750001,delo,23.52971448,27.07932008,30.61568561,ruber,NaN,https://doi.org/10.1029/2002PA000864
geob3910-2,-4.245,-36.345,2362,-1.538214279,delo,23.87641516,27.98833694,31.9652388,sacculifer,NaN,https://doi.org/10.1130/0091-7613(2001)029%3C0239:MSCOSA%3E2.0.CO;2
su81-18,37.767,-10.183,3155,0.323333335,delo,14.97377004,19.04498706,23.655746,bulloides,NaN,https://doi.org/10.1126/science.289.5483.1321
me0005a-43jc,7.85583,-83.60833,1368,-2.571249992,delo,22.74991383,26.76691336,30.53283816,ruber,NaN,https://doi.org/10.1029/2005PA001208
md95-2043,36.1433,-2.621167,1841,0.930000001,delo,12.64183808,16.78443755,21.25940774,bulloides,NaN,https://doi.org/10.1029/1999PA900044
bs79-33,38.26167,14.03,1282,0.937500015,delo,14.1744063,18.52722382,23.30387655,bulloides,NaN,https://doi.org/10.1029/2000PA000502
md03-2611,-36.73,136.55,2420,0.441909094,delo,12.3153665,16.67904209,20.94454015,bulloides,NaN,https://doi.org/10.1029/2007GL029937
knr140-51ggc,32.783333,-76.283333,1790,-1.65545456,delo,23.62952459,27.57710994,31.3454972,ruber,NaN,https://doi.org/10.1130/G25080A.1
knr159-5-36ggc,-27.52666667,-45.53333333,1268,-0.863750011,delo,20.27971777,24.33023793,28.25634118,ruber,NaN,https://doi.org/10.1130/G25080A.1
pc-1,31.458333,128.413333,590,-2.177058823,delo,21.35757541,25.23719776,29.19243622,ruber,NaN,https://doi.org/10.1002/2014PA002733
md02-2594,-34.71,17.338,2240,-0.413333332,delo,16.69454828,20.63819917,24.23561076,ruber,NaN,https://doi.org/10.1002/2014PA002698
m25_4_kl-11,36.74583333,17.7175,3376,-0.072727274,delo,19.35944155,23.31200657,27.06052776,ruber,NaN,https://doi.org/10.1016/S0031-0182(00)00053-5
m39008-3,36.38,-7.071667,577,0.454999998,delo,14.30742516,18.9574188,23.06710674,bulloides,NaN,https://doi.org/10.1029/2009GC002398
md99-2339,35.8855,-7.527833,1177,0.336153846,delo,14.84648634,19.49079231,24.05394883,bulloides,NaN,https://doi.org/10.1029/2009GC002398
md99-2341,36.389167,-7.065667,582,-0.190000003,delo,17.259722,21.71639804,26.23017514,bulloides,NaN,https://doi.org/10.1029/2009GC002398
md98-2161,-5.21,117.48,1185,-3.119445167,delo,26.77416124,30.56394234,34.63705713,ruber,NaN,https://doi.org/10.1038/s41598-018-24055-1
md98-2178,3.62,118.7,1984,-2.999730341,delo,26.30760209,30.28619841,34.43517024,ruber,NaN,https://doi.org/10.1038/s41598-018-24055-1
md06-3075,6.476167,125.832,1878,-2.823700001,delo,25.95382775,29.66615514,33.79863354,ruber,NaN,https://doi.org/10.1002/2013PA002599
md02-2489,54.3907,-148.9213,3640,3.264285735,delo,-2.416427297,-0.903181608,1.904407603,pachy,NaN,https://doi.org/10.1029/2007PA001513
sk168-gc1,11.707716,94.49343,2064,-2.604000005,delo,25.17891612,29.22446517,33.48179353,sacculifer,NaN,https://doi.org/10.1016/j.quascirev.2016.02.012
geob10069-3,-9.00991,120.01528,1250,-2.671132074,delo,25.59209943,29.40004471,33.00009235,ruber,NaN,https://doi.org/10.1016/j.epsl.2013.11.032
1670,39.91333,133.55,1105,1.99999994,delo,4.062531833,7.369331612,10.69047952,pachy,NaN,https://doi.org/10.1016/S0031-0182(99)00137-6
j11,40.11833,133.95,1150,2.969000022,delo,-0.96131194,2.675816694,6.092244298,pachy,NaN,https://doi.org/10.1016/S0031-0182(99)00137-6
md07-3076q,-44.1532,-14.2283,3770,2.066666656,delo,2.395229893,7.090932732,11.6950915,bulloides,NaN,https://doi.org/10.1016/j.epsl.2014.11.051
odp_893,34.2875,-120.036,588,0.480333333,delo,10.12886435,13.52311209,17.28164654,pachy,NaN,https://doi.org/10.1016/S0277-3791(01)00138-X
odp_893,34.2875,-120.036,588,-0.055199999,delo,10.0853625,14.55742911,18.87711524,bulloides,NaN,https://doi.org/10.1016/S0277-3791(01)00138-X
md02-2503,34.3862,-120.0365,569,-0.229588235,delo,10.88597892,15.27879459,20.02425875,bulloides,NaN,https://doi.org/10.1016/j.quascirev.2006.03.012
hu90-013-013,58.2098,-48.3733,3380,2.551818154,delo,1.816096347,5.251207194,8.930974483,pachy,NaN,https://doi.org/10.1139/e94-007
geob17419-1,-2.814667,144.499667,1883,-2.645037502,delo,25.26717326,28.93200733,32.97752989,ruber,NaN,https://doi.org/10.1016/j.quascirev.2018.10.030
